seq_id	pfam_id	pfam_desc	supfam_id	supfam_desc
P17512				
P30634	PF00581	Rhodanese	SSF52821	Rhodanese/Cell cycle control phosphatase
P34257	PF11427	HTH_Tnp_Tc3_1	SSF46689	Homeodomain-like
P34266				
P34410	PF07885	Ion_trans_2	SSF81324	Voltage-gated potassium channels
P34426			SSF69593	Glycerol-3-phosphate (1)-acyltransferase
P34482				
P55955	PF01060	TTR-52		
P80361	PF00483	NTP_transferase	SSF51161	Trimeric LpxA-like enzymes
Q03574	PF01151	ELO		
Q09643	PF03034	PSS		
Q10022	PF01569	PAP2	SSF48317	Acid phosphatase/Vanadium-dependent haloperoxidase
Q10024	PF00781	DAGK_cat	SSF111331	NAD kinase/diacylglycerol kinase-like
Q17678	PF01963	TraB_PrgY_gumN		
Q18066	PF07679	I-set	SSF48726	Immunoglobulin
Q19821	PF01694	Rhomboid	SSF144091	Rhomboid-like
Q19945	PF02460	Patched	SSF82866	Multidrug efflux transporter AcrB transmembrane domain
Q20027	PF04116	FA_hydroxylase		
Q20605	PF00909	Ammonium_transp	SSF111352	Ammonium transporter
Q20904	PF01151	ELO		
Q21166	PF13193	AMP-binding_C	SSF56801	Acetyl-CoA synthetase-like
Q21795	PF01494	FAD_binding_3	SSF51905	FAD/NAD(P)-binding domain
Q21962	PF02347	GDC-P	SSF53383	PLP-dependent transferases
Q22145				
Q22267	PF01553	Acyltransferase	SSF69593	Glycerol-3-phosphate (1)-acyltransferase
Q22949	PF19277	GPAT_C	SSF69593	Glycerol-3-phosphate (1)-acyltransferase
Q23088	PF09740	DUF2043		
Q23125	PF00153	Mito_carr	SSF103506	Mitochondrial carrier
Q23342	PF11977	RNase_Zc3h12a		
Q2AAC0	PF09814	HECT_2		
Q7K7J0				
Q8I7H9	PF01060	TTR-52		
Q8MQC5	PF03520	KCNQ_channel	SSF81324	Voltage-gated potassium channels
Q8WTK2	PF00728	Glyco_hydro_20	SSF51445	(Trans)glycosidases
Q93324	PF17753	Ig_mannosidase	SSF49785	Galactose-binding domain-like
Q95X18	PF04068	RLI		
Q9BL79			SSF56024	Phospholipase D/nuclease
Q9GYM9	PF09412	XendoU	SSF142877	EndoU-like
Q9N3S2	PF13017	Maelstrom		
Q9NAC6	PF01151	ELO		
Q9TZI1	PF00781	DAGK_cat	SSF111331	NAD kinase/diacylglycerol kinase-like
Q9U3B6	PF16575	CLP1_P		
Q9XUU2	PF00057	Ldl_recept_a	SSF49854	Spermadhesin, CUB domain
Q9XWE9	PF03798	TRAM_LAG1_CLN8		
Q9XWG9	PF03520	KCNQ_channel	SSF81324	Voltage-gated potassium channels
Q9XWQ4				
A0A078BS72	PF16019	CSRNP_N		
A0A0K3AVF4	PF13426	PAS_9	SSF81324	Voltage-gated potassium channels
A0A0K3AXR0	PF01697	Glyco_transf_92		
A0A5K1ICF1			SSF57850	RING/U-box
A0A7R9SUJ3	PF00175	NAD_binding_1	SSF63380	Riboflavin synthase domain-like
A7DT38	PF00007	Cys_knot	SSF57501	Cystine-knot cytokines
A8WFK8	PF00059	Lectin_C	SSF49854	Spermadhesin, CUB domain
D4YWC2	PF02585	PIG-L	SSF102588	LmbE-like
G4SNP0	PF04987	PigN	SSF53649	Alkaline phosphatase-like
G5EBE3	PF10197	Cir_N		
G5EBF4	PF01650	Peptidase_C13		
G5EBN7	PF00999	Na_H_Exchanger		
G5ECQ1	PF02759	RUN	SSF140741	RUN domain-like
G5ED88	PF00999	Na_H_Exchanger		
G5EDH0	PF16705	NUDIX_5	SSF48403	Ankyrin repeat
G5EDH8	PF00999	Na_H_Exchanger		
G5EDU2	PF00999	Na_H_Exchanger		
G5EE23	PF00169	PH	SSF50729	PH domain-like
G5EE59	PF01553	Acyltransferase	SSF69593	Glycerol-3-phosphate (1)-acyltransferase
G5EE99	PF04193	PQ-loop		
G5EEC8	PF00728	Glyco_hydro_20	SSF51445	(Trans)glycosidases
G5EEK5				
G5EF58	PF01734	Patatin	SSF52151	FabD/lysophospholipase-like
G5EFP8	PF19277	GPAT_C	SSF69593	Glycerol-3-phosphate (1)-acyltransferase
G5EGL5	PF06542	PHA-1		
H2KYB3				
H2KZ00	PF07984	NTP_transf_7		
H2KZ49				
H2KZK9	PF01169	UPF0016		
H2KZY5	PF00085	Thioredoxin	SSF52833	Thioredoxin-like
H2L039	PF00999	Na_H_Exchanger		
H2L0F4	PF01762	Galactosyl_T		
H2L0J6	PF16016	VASt		
H9G2X9	PF03045	DAN		
M1ZJ39	PF01697	Glyco_transf_92		
O01881	PF03982	DAGAT		
O01966	PF01663	Phosphodiest	SSF53649	Alkaline phosphatase-like
O02209	PF04641	Rtf2		
O02231	PF01762	Galactosyl_T		
O02340	PF01769	MgtE	SSF161093	MgtE membrane domain-like
O16230	PF01697	Glyco_transf_92		
O16264	PF01161	PBP	SSF49777	PEBP-like
O16273	PF00019	TGF_beta	SSF57501	Cystine-knot cytokines
O16275	PF01697	Glyco_transf_92		
O16316	PF01697	Glyco_transf_92		
O16454	PF00112	Peptidase_C1	SSF54001	Cysteine proteinases
O16526	PF01553	Acyltransferase	SSF69593	Glycerol-3-phosphate (1)-acyltransferase
O16536	PF01697	Glyco_transf_92		
O16686	PF00849	PseudoU_synth_2	SSF55120	Pseudouridine synthase
O16786			SSF51045	WW domain
O16873	PF01697	Glyco_transf_92		
O17018	PF01697	Glyco_transf_92		
O17105	PF01697	Glyco_transf_92		
O17237	PF00169	PH	SSF50729	PH domain-like
O17352	PF01055	Glyco_hydro_31	SSF51011	Glycosyl hydrolase domain
O17404	PF01384	PHO4		
O17676	PF01697	Glyco_transf_92		
O17861	PF03227	GILT		
O18068				
O44186	PF08557	Lipid_DES		
O44754				
O44975	PF04777	Evr1_Alr	SSF69000	FAD-dependent thiol oxidase
O45320	PF00010	HLH	SSF47459	HLH, helix-loop-helix DNA-binding domain
O45323			SSF81383	F-box domain
O45684	PF07491	PPI_Ypi1		
O45869	PF00587	tRNA-synt_2b	SSF55681	Class II aaRS and biotin synthetases
O61518			SSF51445	(Trans)glycosidases
O61919	PF01697	Glyco_transf_92		
O61929	PF01697	Glyco_transf_92		
O61930	PF01697	Glyco_transf_92		
O61975	PF04080	Per1		
O61984	PF01697	Glyco_transf_92		
O62020				
O62165	PF01762	Galactosyl_T		
O62313				
O62316				
O76387	PF00627	UBA	SSF46934	UBA-like
O76399	PF01697	Glyco_transf_92		
O76699	PF00536	SAM_1	SSF47769	SAM/Pointed domain
O76725	PF00450	Peptidase_S10	SSF53474	alpha/beta-Hydrolases
P30646	PF00370	FGGY_N	SSF53067	Actin-like ATPase domain
P34276	PF03227	GILT		
P34476	PF13656	RNA_pol_L_2	SSF55257	RBP11-like subunits of RNA polymerase
P34499	PF01060	TTR-52		
P34500	PF01060	TTR-52		
P34502	PF01060	TTR-52		
P34520				
P34550			SSF47473	EF-hand
P46012	PF00498	FHA	SSF49879	SMAD/FHA domain
P90839	PF13920	zf-C3HC4_3	SSF57850	RING/U-box
P90858	PF01699	Na_Ca_ex		
P91096	PF00001	7tm_1	SSF81321	Family A G protein-coupled receptor-like
P91223	PF00098	zf-CCHC	SSF57756	Retrovirus zinc finger-like domains
P91245				
P91346	PF02460	Patched	SSF82866	Multidrug efflux transporter AcrB transmembrane domain
P91442	PF00085	Thioredoxin	SSF52833	Thioredoxin-like
P91820				
Q03575	PF01060	TTR-52		
Q09304	PF17266	DUF5332		
Q09345	PF04818	CID	SSF48464	ENTH/VHS domain
Q09384	PF07491	PPI_Ypi1		
Q09446	PF14901	Jiv90	SSF46565	Chaperone J-domain
Q09632	PF00248	Aldo_ket_red	SSF51430	NAD(P)-linked oxidoreductase
Q09938	PF02460	Patched	SSF82866	Multidrug efflux transporter AcrB transmembrane domain
Q10003	PF03009	GDPD	SSF49452	Starch-binding domain-like
Q10123	PF00781	DAGK_cat	SSF111331	NAD kinase/diacylglycerol kinase-like
Q11080	PF01027	Bax1-I		
Q11114				
Q11178				
Q17454	PF01384	PHO4		
Q17455	PF01384	PHO4		
Q17463	PF00909	Ammonium_transp	SSF111352	Ammonium transporter
Q18077	PF00858	ASC		
Q18078	PF03567	Sulfotransfer_2		
Q18129	PF02460	Patched	SSF82866	Multidrug efflux transporter AcrB transmembrane domain
Q18339			SSF48619	Phospholipase A2, PLA2
Q18416	PF01697	Glyco_transf_92		
Q18473	PF01697	Glyco_transf_92		
Q18606	PF08573	SAE2		
Q18697	PF01384	PHO4		
Q18861	PF00641	zf-RanBP	SSF90209	Ran binding protein zinc finger-like
Q18931	PF00179	UQ_con	SSF54495	UBC-like
Q19040			SSF49854	Spermadhesin, CUB domain
Q19130	PF01380	SIS	SSF53697	SIS domain
Q19280	PF17175	MOLO1		
Q19403	PF01569	PAP2	SSF48317	Acid phosphatase/Vanadium-dependent haloperoxidase
Q19417	PF01697	Glyco_transf_92		
Q19614	PF00622	SPRY	SSF49899	Concanavalin A-like lectins/glucanases
Q19870	PF19316	PIGO_PIGG	SSF53649	Alkaline phosphatase-like
Q19894	PF01697	Glyco_transf_92		
Q19906			SSF52402	Adenine nucleotide alpha hydrolases-like
Q19989	PF15070	GOLGA2L5		
Q20022			SSF48619	Phospholipase A2, PLA2
Q20063	PF00085	Thioredoxin	SSF52833	Thioredoxin-like
Q20575	PF01762	Galactosyl_T		
Q20593	PF01697	Glyco_transf_92		
Q20806	PF01697	Glyco_transf_92		
Q20940	PF13639	zf-RING_2	SSF57850	RING/U-box
Q20964	PF01183	Glyco_hydro_25	SSF51445	(Trans)glycosidases
Q20968	PF01183	Glyco_hydro_25	SSF51445	(Trans)glycosidases
Q21013	PF03045	DAN		
Q21765	PF04161	Arv1		
Q21802	PF01697	Glyco_transf_92		
Q21812	PF01553	Acyltransferase	SSF69593	Glycerol-3-phosphate (1)-acyltransferase
Q22003	PF05602	CLPTM1		
Q22139				
Q22178	PF01585	G-patch		
Q22213	PF01697	Glyco_transf_92		
Q22285	PF01060	TTR-52		
Q22288	PF01060	TTR-52		
Q22360				
Q22437	PF03088	Str_synth	SSF63829	Calcium-dependent phosphotriesterase
Q22947	PF00909	Ammonium_transp	SSF111352	Ammonium transporter
Q23087	PF01553	Acyltransferase	SSF69593	Glycerol-3-phosphate (1)-acyltransferase
Q23406				
Q23420	PF11789	zf-Nse	SSF57850	RING/U-box
Q23469	PF01697	Glyco_transf_92		
Q23511	PF09334	tRNA-synt_1g	SSF52374	Nucleotidylyl transferase
Q23598	PF01553	Acyltransferase	SSF69593	Glycerol-3-phosphate (1)-acyltransferase
Q23664	PF10146	zf-C4H2		
Q56VX7				
Q5TYK5	PF00855	PWWP	SSF63748	Tudor/PWWP/MBT
Q7K707	PF00342	PGI	SSF53697	SIS domain
Q86MF0	PF16159	FOXP-CC	SSF46785	Winged helix' DNA-binding domain
Q8I4E5	PF00254	FKBP_C	SSF54534	FKBP-like
Q8MPW0	PF00858	ASC		
Q93315	PF00173	Cyt-b5	SSF55856	Cytochrome b5-like heme/steroid binding domain
Q93565	PF02845	CUE	SSF46934	UBA-like
Q93759	PF00400	WD40	SSF50978	WD40 repeat-like
Q93834	PF01697	Glyco_transf_92		
Q94012				
Q95Q06				
Q95Y35	PF03371	PRP38		
Q95ZW7	PF01697	Glyco_transf_92		
Q965R1	PF01697	Glyco_transf_92		
Q966P8	PF05602	CLPTM1		
Q9BL03				
Q9BL09	PF03798	TRAM_LAG1_CLN8		
Q9BL29	PF09788	Tmemb_55A		
Q9GUC9	PF03372	Exo_endo_phos	SSF56219	DNase I-like
Q9GYG1				
Q9GZF2	PF01697	Glyco_transf_92		
Q9GZH0	PF01697	Glyco_transf_92		
Q9N369	PF03987	Autophagy_act_C		
Q9N3E2				
Q9N413	PF00341	PDGF	SSF57501	Cystine-knot cytokines
Q9N492	PF00397	WW	SSF51045	WW domain
Q9N4S3	PF03982	DAGAT		
Q9N590	PF00300	His_Phos_1	SSF53254	Phosphoglycerate mutase-like
Q9N5S8	PF01553	Acyltransferase	SSF69593	Glycerol-3-phosphate (1)-acyltransferase
Q9NA69	PF01612	DNA_pol_A_exo1	SSF53098	Ribonuclease H-like
Q9NAF9	PF13616	Rotamase_3	SSF54534	FKBP-like
Q9NAL8	PF01697	Glyco_transf_92		
Q9NEJ9	PF01697	Glyco_transf_92		
Q9NEW7	PF00400	WD40	SSF50978	WD40 repeat-like
Q9NEX2	PF02268	TFIIA_gamma_N	SSF50784	Transcription factor IIA (TFIIA), beta-barrel domain
Q9NF71	PF01448	ELM2		
Q9TXN1	PF01697	Glyco_transf_92		
Q9TYQ8	PF17297	PEPCK_N	SSF53795	PEP carboxykinase-like
Q9TZ82	PF01697	Glyco_transf_92		
Q9TZH6	PF01329	Pterin_4a	SSF55248	PCD-like
Q9U256			SSF48619	Phospholipase A2, PLA2
Q9U294	PF18376	MDD_C	SSF54211	Ribosomal protein S5 domain 2-like
Q9U2B4				
Q9U2B5				
Q9U2B6				
Q9U2Y6				
Q9U379				
Q9XTQ8	PF00174	Oxidored_molyb	SSF56524	Oxidoreductase molybdopterin-binding domain
Q9XTX0	PF04577	Glyco_transf_61		
Q9XUW0	PF03982	DAGAT		
Q9XVJ5	PF02535	Zip		
Q9XVW9	PF10164	BRI3		
Q9XW03	PF05670	NFACT-R_1		
Q9XW52	PF10520	Lipid_desat		
Q9XWF2	PF18131	KN17_SH3	SSF57667	beta-beta-alpha zinc fingers
Q9XWX7	PF05303	GSKIP_dom	SSF103107	Hypothetical protein c14orf129, hspc210
Q9XX03	PF01697	Glyco_transf_92		
Q9XX05	PF01697	Glyco_transf_92		
Q9XX10	PF03105	SPX		
Q9XXM0	PF01697	Glyco_transf_92		
S6FMZ4	PF16692	Folliculin_C		
A0A061ACQ0	PF19040	SGNH		
A0A061AD30	PF03798	TRAM_LAG1_CLN8		
A0A061AJ50			SSF53254	Phosphoglycerate mutase-like
A0A078BQJ0	PF00018	SH3_1	SSF50044	SH3-domain
A0A078BS51			SSF53098	Ribonuclease H-like
A0A0K2WPR7				
A0A0K3ARH1			SSF57716	Glucocorticoid receptor-like (DNA-binding domain)
A0A0K3ATU3	PF00042	Globin	SSF46458	Globin-like
A0A0K3AU39	PF05050	Methyltransf_21		
A0A0K3AVC3	PF06542	PHA-1		
A0A0K3AXS1	PF03314	DUF273		
A0A0K3AXS7	PF01697	Glyco_transf_92		
A0A0M7REP1				
A0A0M7RF59	PF03762	VOMI	SSF51092	Vitelline membrane outer protein-I (VMO-I)
A0A131MCL4	PF12756	zf-C2H2_2	SSF57667	beta-beta-alpha zinc fingers
A0A131MCU7				
A0A131MDG3			SSF57903	FYVE/PHD zinc finger
A0A164D3K0	PF20146	NRF		
A0A1C3NSM7			SSF81383	F-box domain
A0A1D3PCK9				
A0A1I6CM72	PF06542	PHA-1		
A0A1I6CM73	PF01764	Lipase_3	SSF53474	alpha/beta-Hydrolases
A0A1T5HUH9			SSF48371	ARM repeat
A0A1X7RBK7				
A0A1X7RBM4				
A0A1X7RBQ6	PF10170	C6_DPF		
A0A1X7RBS1				
A0A238UMP6				
A0A2C9C2R4				
A0A2C9C337	PF07782	DC_STAMP		
A0A2C9C3F3	PF00059	Lectin_C	SSF56436	C-type lectin-like
A0A3P6PAZ5	PF00059	Lectin_C	SSF56436	C-type lectin-like
A0A486WXW2	PF01553	Acyltransferase	SSF69593	Glycerol-3-phosphate (1)-acyltransferase
A0A4V0IKF7	PF00443	UCH	SSF54001	Cysteine proteinases
A0A4V0INN0	PF00431	CUB	SSF49854	Spermadhesin, CUB domain
A0A4V6M3D5				
A0A5E4LYP2			SSF82199	SET domain
A0A5E4LZ74				
A0A5K1IB90				
A0A5K1IBA7				
A0A5S9MNL4	PF02460	Patched	SSF82866	Multidrug efflux transporter AcrB transmembrane domain
A0A5S9MNZ5				
A0A679L8G9				
A0A679L8I0				
A0A679L8Q3				
A0A679L8T0				
A0A6J5KJM3				
A0A6V7QZA6	PF01694	Rhomboid	SSF144091	Rhomboid-like
A0A7R9SUY9				
A0A7R9XMZ3	PF05741	zf-nanos		
A0A8D7ZEY3	PF00520	Ion_trans	SSF81324	Voltage-gated potassium channels
A0A8D9I6V4	PF16044	DUF4796		
A0A8D9I8L7	PF00153	Mito_carr	SSF103506	Mitochondrial carrier
A0A8S4QC20				
A0A8S4QCB1				
A0A8S4SRX2	PF19040	SGNH		
A2ID83				
A2V8C3				
A3FPK9	PF01060	TTR-52		
A3QM99				
A3QMB6	PF19040	SGNH		
A3QMD3	PF19040	SGNH		
A4F2Z7				
A4F322				
A4F336				
A4GZJ4				
A4UVL3	PF08277	PAN_3	SSF56436	C-type lectin-like
A4UVL8	PF19281	PHYHIP_C		
A4UZ35				
A4V4W2	PF19040	SGNH		
A5JYT9			SSF57667	beta-beta-alpha zinc fingers
A6ZJ73	PF14808	TMEM164		
A7DT36				
A7YX59	PF00651	BTB	SSF54695	POZ domain
A8DZ47	PF02206	WSN		
A8WFM5	PF03351	DOMON	SSF49344	CBD9-like
A8WFM7			SSF47473	EF-hand
A8WFP9				
A9UJP5				
A9Z1K7	PF03188	Cytochrom_B561		
A9Z1K9	PF03188	Cytochrom_B561		
B1GRK2				
B1V8K4	PF16622	zf-C2H2_11	SSF57667	beta-beta-alpha zinc fingers
B2MZC6				
B3WFV2			SSF46458	Globin-like
B3WFV7				
B3WFY9				
B5BM26	PF09725	Fra10Ac1		
B6EU62			SSF46458	Globin-like
B7WNB4	PF03942	DTW		
B9ZSG9			SSF53098	Ribonuclease H-like
C0P265				
C0P273	PF02213	GYF	SSF55277	GYF domain
C0Z1Y8				
C2BR92	PF01764	Lipase_3	SSF53474	alpha/beta-Hydrolases
C3JXE7	PF14634	zf-RING_5	SSF57850	RING/U-box
C4ALD7				
C5VUJ4				
C5VUK1				
C6KRG7				
C6KRJ5				
C6S3L6				
C7FZS8				
C7FZT3				
C7FZU7				
C8JQQ3	PF05912	DUF870		
C8JQQ6				
D0VWN4				
D1MN59				
D1MN81				
D1MN84	PF06542	PHA-1		
D2YW06				
D3NQ90				
D3NQB8	PF06542	PHA-1		
D4YW58				
D5MCU1	PF01344	Kelch_1	SSF57850	RING/U-box
D5MCU5			SSF56436	C-type lectin-like
E1NZ07	PF00042	Globin	SSF46458	Globin-like
E2JL00				
E2S7J2	PF04083	Abhydro_lipase	SSF53474	alpha/beta-Hydrolases
E3W720	PF05218	DUF713		
E7EM29	PF00328	His_Phos_2	SSF53254	Phosphoglycerate mutase-like
E7EM30	PF00328	His_Phos_2	SSF53254	Phosphoglycerate mutase-like
F0IWS7				
F3Y5R7	PF02995	DUF229	SSF53649	Alkaline phosphatase-like
F5GU47				
F5GU49			SSF57850	RING/U-box
F5GUF2				
F5GUG4				
G1K0U6	PF14634	zf-RING_5	SSF57850	RING/U-box
G1K0V4				
G1K0Y4				
G3MU02	PF00858	ASC		
G4S035	PF04419	4F5	SSF118359	Expressed protein At2g23090/F21P24.15
G4SDS9			SSF54001	Cysteine proteinases
G4SGI5				
G4SI18	PF02892	zf-BED	SSF57667	beta-beta-alpha zinc fingers
G4SNI5				
G5EBG1	PF03762	VOMI	SSF51092	Vitelline membrane outer protein-I (VMO-I)
G5EBQ1				
G5EBR0				
G5EC11				
G5EC50				
G5ECJ3	PF07801	DUF1647		
G5ECJ7	PF19281	PHYHIP_C		
G5ECP6			SSF57667	beta-beta-alpha zinc fingers
G5ECQ4				
G5ECX4				
G5EDA6	PF04419	4F5	SSF118359	Expressed protein At2g23090/F21P24.15
G5EDD2				
G5EDW3				
G5EDX2	PF06918	DUF1280		
G5EDY7	PF02995	DUF229	SSF53649	Alkaline phosphatase-like
G5EE03	PF06726	BC10		
G5EEC6				
G5EEL6				
G5EES4	PF03314	DUF273	SSF53448	Nucleotide-diphospho-sugar transferases
G5EEW2				
G5EEZ6	PF00648	Peptidase_C2	SSF90209	Ran binding protein zinc finger-like
G5EF16				
G5EFE2				
G5EFJ1				
G5EFS8				
G5EG12			SSF56436	C-type lectin-like
G5EG67	PF07676	PD40	SSF82171	DPP6 N-terminal domain-like
G5EG87	PF00656	Peptidase_C14	SSF48726	Immunoglobulin
G5EGD7	PF01764	Lipase_3	SSF53474	alpha/beta-Hydrolases
G5EGM7				
G5EGR2	PF19040	SGNH		
G5EGU7	PF00092	VWA	SSF53300	vWA-like
G8JZJ6	PF19281	PHYHIP_C		
H1UBK3				
H1ZUX4			SSF53098	Ribonuclease H-like
H2FLH8	PF05050	Methyltransf_21		
H2FLI5				
H2KMJ8			SSF101447	Formin homology 2 domain (FH2 domain)
H2KY75	PF14949	ARF7EP_C		
H2KY76	PF05485	THAP	SSF57716	Glucocorticoid receptor-like (DNA-binding domain)
H2KY93	PF01764	Lipase_3	SSF53474	alpha/beta-Hydrolases
H2KYE1	PF00168	C2	SSF57889	Cysteine-rich domain
H2KYE2			SSF57850	RING/U-box
H2KYF5				
H2KYJ2	PF01060	TTR-52		
H2KYL3				
H2KYM6	PF05057	DUF676	SSF53474	alpha/beta-Hydrolases
H2KYS7	PF00097	zf-C3HC4	SSF57850	RING/U-box
H2KYW0				
H2KYZ8				
H2KZ15	PF13672	PP2C_2	SSF81606	PP2C-like
H2KZ27	PF13347	MFS_2	SSF103473	MFS general substrate transporter
H2KZ30				
H2KZ38	PF00651	BTB	SSF54695	POZ domain
H2KZ48				
H2KZ52	PF17653	DUF5522		
H2KZ78				
H2KZ82				
H2KZA2	PF01963	TraB_PrgY_gumN		
H2KZE1				
H2KZE5			SSF55486	Metalloproteases ('zincins'), catalytic domain
H2KZF3	PF03006	HlyIII		
H2KZU5	PF13347	MFS_2	SSF103473	MFS general substrate transporter
H2KZV5	PF01764	Lipase_3	SSF53474	alpha/beta-Hydrolases
H2KZW8	PF01553	Acyltransferase	SSF69593	Glycerol-3-phosphate (1)-acyltransferase
H2KZX5				
H2KZY3				
H2L059	PF03567	Sulfotransfer_2		
H2L064				
H2L0G3				
H2L0N7				
H2L272				
H9G2Y6				
H9G319				
H9G343			SSF46458	Globin-like
I2HAF3	PF17619	SCVP		
J7RNJ8				
K8ESC9				
K8F7Y5				
M1Z889	PF05912	DUF870		
M1ZJV0	PF03407	Nucleotid_trans		
O01339				
O01431				
O01442				
O01453	PF05050	Methyltransf_21		
O01489	PF13917	zf-CCHC_3		
O01525			SSF53098	Ribonuclease H-like
O01527			SSF57667	beta-beta-alpha zinc fingers
O01551				
O01594	PF13847	Methyltransf_31	SSF53335	S-adenosyl-L-methionine-dependent methyltransferases
O01603	PF03351	DOMON		
O01605				
O01701	PF08277	PAN_3	SSF56436	C-type lectin-like
O01702				
O01709			SSF57667	beta-beta-alpha zinc fingers
O01756				
O01816	PF00173	Cyt-b5	SSF55856	Cytochrome b5-like heme/steroid binding domain
O01849	PF07173	GRDP-like		
O01933				
O01959				
O02075				
O02099				
O02158	PF00202	Aminotran_3	SSF53383	PLP-dependent transferases
O02169				
O02232	PF03314	DUF273		
O02243			SSF52540	P-loop containing nucleoside triphosphate hydrolases
O02263				
O02293	PF06542	PHA-1		
O02297				
O02299				
O02303				
O02308	PF01697	Glyco_transf_92		
O02317	PF01697	Glyco_transf_92		
O02318	PF05050	Methyltransf_21		
O02319	PF01697	Glyco_transf_92		
O02331				
O02333			SSF57850	RING/U-box
O02336				
O02485	PF03096	Ndr	SSF53474	alpha/beta-Hydrolases
O16189	PF01764	Lipase_3	SSF53474	alpha/beta-Hydrolases
O16224				
O16232	PF01697	Glyco_transf_92		
O16233	PF05050	Methyltransf_21		
O16235	PF05050	Methyltransf_21		
O16271	PF03188	Cytochrom_B561		
O16375	PF02995	DUF229		
O16435				
O16449	PF03567	Sulfotransfer_2		
O16485	PF15353	HECA		
O16508				
O16531	PF19040	SGNH		
O16534	PF05050	Methyltransf_21		
O16573			SSF160443	SMR domain-like
O16586	PF01060	TTR-52		
O16631	PF02214	BTB_2	SSF54695	POZ domain
O16635	PF00098	zf-CCHC	SSF57756	Retrovirus zinc finger-like domains
O16659	PF00651	BTB	SSF54695	POZ domain
O16707	PF05912	DUF870		
O16723				
O16732				
O16869	PF05050	Methyltransf_21		
O16871	PF01697	Glyco_transf_92		
O16872	PF05050	Methyltransf_21		
O16874	PF05050	Methyltransf_21		
O16900	PF01697	Glyco_transf_92		
O16907	PF05050	Methyltransf_21		
O17019	PF01697	Glyco_transf_92		
O17031	PF03385	STELLO		
O17068	PF13202	EF-hand_5	SSF47473	EF-hand
O17104	PF03567	Sulfotransfer_2		
O17108	PF05050	Methyltransf_21	SSF53335	S-adenosyl-L-methionine-dependent methyltransferases
O17345	PF01060	TTR-52		
O17373	PF00328	His_Phos_2	SSF53254	Phosphoglycerate mutase-like
O17396				
O17527				
O17551				
O17552	PF06542	PHA-1		
O17568				
O17585			SSF82199	SET domain
O17604				
O17606	PF03690	UPF0160		
O17630	PF00059	Lectin_C	SSF56436	C-type lectin-like
O17638	PF10272	Tmpp129		
O17678	PF08277	PAN_3	SSF56436	C-type lectin-like
O17740				
O17743	PF05050	Methyltransf_21		
O17745	PF01697	Glyco_transf_92		
O17753	PF13832	zf-HC5HC2H_2		
O17834				
O17852	PF03407	Nucleotid_trans		
O17853	PF07801	DUF1647	SSF53448	Nucleotide-diphospho-sugar transferases
O17854	PF03407	Nucleotid_trans		
O17878				
O17963	PF19281	PHYHIP_C		
O18012	PF13639	zf-RING_2	SSF57850	RING/U-box
O18014	PF00001	7tm_1	SSF81321	Family A G protein-coupled receptor-like
O18062	PF02995	DUF229	SSF53649	Alkaline phosphatase-like
O18065				
O18067				
O18127	PF19040	SGNH		
O18139	PF19040	SGNH		
O18196	PF01926	MMR_HSR1	SSF52540	P-loop containing nucleoside triphosphate hydrolases
O18222	PF03351	DOMON		
O18253	PF03407	Nucleotid_trans		
O18265				
O18267				
O18691				
O18697				
O44196	PF01769	MgtE	SSF161093	MgtE membrane domain-like
O44472				
O44505				
O44670	PF01697	Glyco_transf_92		
O44672	PF01697	Glyco_transf_92		
O44719	PF12874	zf-met	SSF57667	beta-beta-alpha zinc fingers
O44721	PF03567	Sulfotransfer_2		
O44759				
O44772	PF16046	FAM76		
O44853			SSF56436	C-type lectin-like
O44859				
O44911			SSF56436	C-type lectin-like
O44914	PF00059	Lectin_C	SSF56436	C-type lectin-like
O44915	PF00059	Lectin_C	SSF56436	C-type lectin-like
O44916	PF00059	Lectin_C	SSF56436	C-type lectin-like
O44993				
O45111				
O45134				
O45182	PF01769	MgtE	SSF161093	MgtE membrane domain-like
O45198				
O45282	PF20146	NRF		
O45351				
O45374	PF19040	SGNH		
O45375			SSF56436	C-type lectin-like
O45400	PF14634	zf-RING_5	SSF57850	RING/U-box
O45408				
O45423				
O45458				
O45490	PF05050	Methyltransf_21	SSF53335	S-adenosyl-L-methionine-dependent methyltransferases
O45506	PF19040	SGNH		
O45512				
O45514	PF03314	DUF273	SSF53448	Nucleotide-diphospho-sugar transferases
O45537				
O45587	PF03385	STELLO		
O45610				
O45671	PF01827	FTH		
O45703	PF01697	Glyco_transf_92		
O45705	PF05050	Methyltransf_21		
O45765				
O45775	PF19281	PHYHIP_C		
O45841	PF03314	DUF273	SSF53448	Nucleotide-diphospho-sugar transferases
O45884	PF19040	SGNH		
O45925	PF13696	zf-CCHC_2	SSF56770	HydA/Nqo6-like
O45929				
O45950				
O45951	PF03407	Nucleotid_trans		
O45953	PF01764	Lipase_3	SSF53474	alpha/beta-Hydrolases
O45995				
O46007				
O61218	PF01764	Lipase_3	SSF53474	alpha/beta-Hydrolases
O61522	PF05912	DUF870		
O61523				
O61524				
O61738	PF05050	Methyltransf_21		
O61760				
O61770				
O61772				
O61773				
O61775				
O61918	PF01697	Glyco_transf_92		
O61958	PF10601	zf-LITAF-like		
O61959	PF10601	zf-LITAF-like		
O62025			SSF56436	C-type lectin-like
O62040	PF03088	Str_synth	SSF63829	Calcium-dependent phosphotriesterase
